app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Sample App 581,EDUCATION,4.2,97528,3M,"1,000+",Free,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 582,SOCIAL,1.3,62957,68M,"10,000+",Free,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 583,GAME,4.7,77178,87M,"1,000+",Free,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 584,HEALTH_AND_FITNESS,1.5,5398,18M,"100,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 585,HEALTH_AND_FITNESS,4.1,34996,77M,"1,000+",Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 586,SHOPPING,3.6,84276,71M,100+,Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 587,SHOPPING,1.0,20444,42M,"10,000+",Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 588,ENTERTAINMENT,4.5,34044,11M,"1,000,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 589,EDUCATION,4.7,75672,34M,100+,Paid,$7.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 590,ENTERTAINMENT,2.4,18388,11M,"1,000,000+",Free,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 591,FINANCE,4.5,33265,27M,"1,000,000+",Paid,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 592,COMMUNICATION,1.7,78512,42M,100+,Paid,$6.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 593,GAME,3.0,44221,88M,"100,000+",Free,$1.99,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 594,COMMUNICATION,2.3,61257,51M,"1,000+",Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 595,SHOPPING,3.5,9939,84M,"1,000+",Free,$1.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 596,SOCIAL,4.1,83120,33M,"1,000,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 597,PRODUCTIVITY,3.2,88230,67M,"1,000,000+",Free,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 598,TRAVEL,4.3,54559,44M,"1,000,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 599,TRAVEL,2.8,68190,70M,"100,000+",Paid,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 600,COMMUNICATION,4.9,46282,28M,"100,000+",Free,$6.99,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 601,FINANCE,1.6,85656,78M,100+,Paid,$4.99,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 602,FINANCE,4.3,73359,80M,"1,000,000+",Paid,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 603,EDUCATION,2.6,31022,45M,100+,Free,$2.99,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 604,GAME,4.1,74784,76M,"1,000+",Free,$7.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 605,GAME,2.6,68639,73M,"10,000+",Paid,$6.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 606,HEALTH_AND_FITNESS,1.1,41797,41M,"100,000+",Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 607,COMMUNICATION,1.9,49569,16M,100+,Paid,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 608,GAME,1.6,64369,6M,"1,000,000+",Free,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 609,EDUCATION,1.3,29348,47M,"100,000+",Free,$7.99,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 610,PRODUCTIVITY,4.2,82615,2M,"1,000+",Paid,$5.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 611,SHOPPING,3.5,52538,41M,"1,000+",Paid,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 612,GAME,4.0,37289,91M,"1,000,000+",Free,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 613,COMMUNICATION,1.5,85832,31M,"1,000,000+",Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 614,EDUCATION,1.6,36931,48M,100+,Free,$10.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 615,TRAVEL,4.2,94796,25M,"1,000+",Free,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 616,GAME,3.1,60875,97M,"10,000+",Free,$3.99,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 617,PRODUCTIVITY,4.4,59381,66M,"10,000+",Paid,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 618,PRODUCTIVITY,2.7,71532,9M,"1,000,000+",Free,$5.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 619,PRODUCTIVITY,4.4,41637,96M,"100,000+",Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 620,SHOPPING,4.1,67301,30M,"100,000+",Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 621,PRODUCTIVITY,1.8,29778,12M,100+,Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 622,GAME,3.5,61782,94M,"1,000,000+",Paid,$5.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 623,SHOPPING,4.4,297,76M,"10,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 624,SOCIAL,1.4,22492,56M,100+,Free,$8.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 625,HEALTH_AND_FITNESS,2.6,16868,61M,"1,000+",Free,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 626,FINANCE,1.4,25842,55M,"1,000,000+",Free,$3.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 627,SHOPPING,3.3,16418,60M,100+,Paid,$2.99,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 628,GAME,5.0,76352,25M,"10,000+",Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 629,SOCIAL,2.5,80900,68M,100+,Paid,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 630,PRODUCTIVITY,4.7,21071,82M,"1,000+",Free,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 631,HEALTH_AND_FITNESS,4.1,97375,1M,"1,000,000+",Free,$4.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 632,ENTERTAINMENT,2.7,7000,76M,"10,000+",Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 633,FINANCE,4.9,73269,88M,"1,000,000+",Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 634,ENTERTAINMENT,1.5,96120,69M,"1,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 635,PRODUCTIVITY,1.9,11187,51M,100+,Free,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 636,GAME,3.0,37863,83M,"1,000,000+",Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 637,FINANCE,3.7,96585,85M,"1,000+",Paid,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 638,PRODUCTIVITY,1.4,10481,22M,"10,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 639,ENTERTAINMENT,3.9,6212,70M,"1,000+",Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 640,FINANCE,3.4,21685,31M,"1,000,000+",Paid,$10.99,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 641,PRODUCTIVITY,3.6,34500,40M,"100,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 642,FINANCE,4.7,29213,77M,"1,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 643,ENTERTAINMENT,3.1,70622,25M,"100,000+",Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 644,HEALTH_AND_FITNESS,3.0,76715,4M,"1,000+",Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 645,HEALTH_AND_FITNESS,3.8,20957,20M,"10,000+",Free,$9.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 646,TRAVEL,5.0,86066,96M,100+,Free,$8.99,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 647,SOCIAL,2.9,99115,96M,"1,000,000+",Free,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 648,PRODUCTIVITY,1.6,74187,19M,100+,Paid,$5.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 649,SHOPPING,4.0,55701,93M,100+,Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 650,FINANCE,1.9,40106,42M,"1,000+",Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 651,SOCIAL,4.0,61930,48M,"1,000+",Paid,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 652,FINANCE,3.3,65013,32M,"10,000+",Paid,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 653,TRAVEL,4.3,48450,48M,"1,000+",Paid,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 654,PRODUCTIVITY,3.6,75765,44M,"1,000+",Free,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 655,GAME,5.0,3730,77M,"10,000+",Paid,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 656,COMMUNICATION,3.5,49902,9M,"10,000+",Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 657,FINANCE,4.1,63695,100M,"1,000+",Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 658,PRODUCTIVITY,3.0,19180,54M,"100,000+",Paid,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 659,PRODUCTIVITY,4.1,59286,99M,"10,000+",Paid,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 660,SOCIAL,1.1,18521,74M,"1,000,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 661,ENTERTAINMENT,1.8,47446,37M,100+,Free,$8.99,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 662,FINANCE,4.1,33491,85M,100+,Free,$7.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 663,TRAVEL,2.9,44659,52M,"1,000,000+",Free,$9.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 664,FINANCE,1.3,56445,63M,"1,000+",Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 665,COMMUNICATION,4.0,16875,97M,"1,000,000+",Paid,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 666,TRAVEL,4.9,73921,5M,"1,000+",Free,$9.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 667,ENTERTAINMENT,4.8,54175,26M,"10,000+",Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 668,PRODUCTIVITY,2.4,13091,13M,"100,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 669,SOCIAL,1.7,41731,75M,100+,Paid,$10.99,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 670,SOCIAL,3.1,39450,73M,"1,000,000+",Paid,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 671,HEALTH_AND_FITNESS,4.9,1210,10M,"100,000+",Paid,$3.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 672,SOCIAL,4.8,37503,49M,100+,Free,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 673,EDUCATION,2.9,77351,4M,"100,000+",Free,$3.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 674,COMMUNICATION,3.5,70242,84M,100+,Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 675,GAME,2.2,22433,6M,100+,Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 676,ENTERTAINMENT,3.6,19219,40M,"1,000+",Paid,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 677,SOCIAL,1.8,43079,78M,"1,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 678,PRODUCTIVITY,4.7,70675,45M,"100,000+",Paid,$8.99,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 679,PRODUCTIVITY,1.6,76610,71M,100+,Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 680,SOCIAL,1.5,95021,60M,"10,000+",Paid,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 681,ENTERTAINMENT,3.2,79172,19M,"1,000,000+",Paid,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 682,TRAVEL,2.0,78471,35M,100+,Paid,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 683,SOCIAL,1.9,63005,75M,"1,000+",Paid,$9.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 684,GAME,4.0,47355,64M,100+,Free,$6.99,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 685,GAME,3.4,27315,48M,"100,000+",Paid,$2.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 686,TRAVEL,1.7,27611,29M,"100,000+",Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 687,FINANCE,2.1,25665,65M,"1,000,000+",Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 688,COMMUNICATION,4.4,93476,18M,"10,000+",Free,$8.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 689,TRAVEL,3.9,76148,60M,"100,000+",Paid,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 690,EDUCATION,3.2,83910,18M,"100,000+",Paid,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 691,COMMUNICATION,1.2,37876,49M,"1,000+",Free,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 692,ENTERTAINMENT,4.9,48454,85M,"1,000,000+",Free,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 693,HEALTH_AND_FITNESS,3.0,14478,99M,100+,Free,$4.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 694,COMMUNICATION,4.1,56187,68M,"10,000+",Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 695,ENTERTAINMENT,2.4,56111,51M,100+,Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 696,GAME,3.3,24132,96M,"100,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 697,EDUCATION,4.1,10653,67M,"100,000+",Free,$1.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 698,FINANCE,4.5,98048,37M,"1,000+",Free,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 699,ENTERTAINMENT,3.1,41891,82M,"1,000,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 700,PRODUCTIVITY,1.0,56856,47M,100+,Free,$10.99,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 701,FINANCE,1.7,8359,67M,"100,000+",Paid,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 702,GAME,4.9,10758,24M,"1,000,000+",Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 703,COMMUNICATION,4.3,4249,46M,100+,Free,$4.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 704,EDUCATION,3.8,62456,8M,"1,000,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 705,PRODUCTIVITY,1.7,16022,94M,"1,000+",Paid,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 706,GAME,3.1,75871,97M,"100,000+",Free,$5.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 707,ENTERTAINMENT,1.9,87235,14M,"10,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 708,ENTERTAINMENT,3.0,48596,20M,"100,000+",Paid,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 709,EDUCATION,4.6,60452,18M,"10,000+",Paid,$2.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 710,PRODUCTIVITY,1.8,19466,83M,"1,000,000+",Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 711,ENTERTAINMENT,1.2,53949,37M,100+,Free,$2.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 712,HEALTH_AND_FITNESS,2.1,47180,2M,"10,000+",Paid,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 713,SHOPPING,2.8,24974,44M,"100,000+",Paid,$4.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 714,HEALTH_AND_FITNESS,3.4,45918,61M,"100,000+",Free,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 715,ENTERTAINMENT,3.4,28298,31M,"10,000+",Free,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 716,TRAVEL,3.4,63207,92M,"100,000+",Paid,$4.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 717,ENTERTAINMENT,2.2,75466,20M,100+,Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 718,EDUCATION,2.5,91466,88M,"10,000+",Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 719,GAME,1.1,71696,57M,"1,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 720,EDUCATION,3.4,94663,90M,"1,000,000+",Free,$1.99,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 721,TRAVEL,3.7,86086,80M,"100,000+",Free,$6.99,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 722,SOCIAL,2.6,9775,66M,"10,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 723,HEALTH_AND_FITNESS,4.6,8102,12M,"1,000,000+",Paid,$10.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 724,ENTERTAINMENT,2.9,1290,46M,"100,000+",Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 725,ENTERTAINMENT,4.1,59948,42M,"1,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 726,TRAVEL,3.5,57065,100M,"100,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 727,SOCIAL,3.3,36394,95M,"10,000+",Paid,$3.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 728,FINANCE,3.2,70459,48M,100+,Free,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 729,FINANCE,3.5,99519,35M,"1,000+",Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 730,TRAVEL,3.3,27499,91M,"100,000+",Free,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 731,FINANCE,1.5,4111,37M,"10,000+",Free,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 732,FINANCE,3.7,77475,10M,"1,000+",Paid,$8.99,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 733,HEALTH_AND_FITNESS,3.6,46384,83M,"10,000+",Free,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 734,SOCIAL,1.2,7666,7M,"1,000,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 735,EDUCATION,3.7,25926,45M,"1,000,000+",Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 736,SHOPPING,1.9,83227,18M,"1,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 737,PRODUCTIVITY,3.5,80130,41M,"10,000+",Paid,$6.99,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 738,PRODUCTIVITY,3.9,10618,95M,"1,000,000+",Free,$4.99,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 739,EDUCATION,3.2,70362,39M,"100,000+",Free,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 740,GAME,4.0,28320,97M,"100,000+",Free,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 741,ENTERTAINMENT,3.1,22617,64M,"1,000,000+",Paid,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 742,PRODUCTIVITY,1.9,83656,46M,"1,000+",Paid,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 743,HEALTH_AND_FITNESS,4.8,34868,100M,100+,Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 744,SHOPPING,4.1,39401,5M,100+,Paid,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 745,FINANCE,4.8,92814,72M,"1,000,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 746,GAME,1.8,45221,31M,100+,Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 747,SOCIAL,2.4,46089,47M,"100,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 748,FINANCE,3.1,12663,59M,100+,Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 749,GAME,3.8,89982,58M,100+,Free,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 750,HEALTH_AND_FITNESS,4.1,4552,5M,100+,Paid,$9.99,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 751,FINANCE,1.4,85043,43M,"1,000+",Paid,$9.99,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 752,ENTERTAINMENT,1.3,19636,65M,"1,000,000+",Paid,$7.99,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 753,ENTERTAINMENT,1.7,73795,49M,"10,000+",Free,$10.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 754,HEALTH_AND_FITNESS,2.7,50599,20M,"10,000+",Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 755,SHOPPING,1.2,76235,34M,100+,Free,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 756,ENTERTAINMENT,2.6,12142,4M,"1,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 757,PRODUCTIVITY,2.4,51229,67M,100+,Free,$9.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 758,EDUCATION,2.5,32384,26M,"1,000+",Paid,$7.99,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 759,ENTERTAINMENT,2.6,25881,28M,"100,000+",Paid,$3.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 760,COMMUNICATION,1.1,3601,60M,"10,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 761,PRODUCTIVITY,4.7,47111,67M,"1,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 762,GAME,1.6,52333,44M,"100,000+",Paid,$3.99,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 763,PRODUCTIVITY,1.1,98163,3M,"100,000+",Free,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 764,SOCIAL,3.5,45275,78M,"100,000+",Free,$10.99,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 765,HEALTH_AND_FITNESS,4.9,39472,49M,100+,Free,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 766,PRODUCTIVITY,4.2,98807,24M,"1,000+",Paid,$4.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 767,COMMUNICATION,3.6,37608,52M,"1,000+",Paid,$5.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 768,PRODUCTIVITY,2.5,53404,77M,"10,000+",Free,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 769,EDUCATION,3.4,94531,16M,"1,000,000+",Free,$9.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 770,PRODUCTIVITY,3.7,17578,21M,"1,000,000+",Free,$4.99,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 771,PRODUCTIVITY,2.9,47114,2M,"100,000+",Paid,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 772,TRAVEL,4.1,75029,82M,100+,Free,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 773,GAME,3.9,82990,24M,"1,000+",Free,$8.99,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 774,SHOPPING,1.9,36635,1M,"10,000+",Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
